# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.save.cache.to.file.ms,1785614868961000000,1785614928975000000,144
jps.reload.project.entities.ms,1785614868961000000,1785614928975000000,0
jps.library.entities.serializer.save.entities.ms,1785614868961000000,1785614928975000000,0
workspaceModel.moduleBridge.before.changed.ms,1785614868961000000,1785614928975000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1785614868961000000,1785614928975000000,4
jps.modifiable.module.model.bridge.renaming.ms,1785614868961000000,1785614928975000000,0
jps.global.initialize.library.bridges.ms,1785614868961000000,1785614928975000000,0
jps.load.project.to.empty.storage.ms,1785614868961000000,1785614928975000000,45
workspaceModel.mutableEntityStorage.replace.by.source.ms,1785614868961000000,1785614928975000000,11
jps.global.get.library.by.name.ms,1785614868961000000,1785614928975000000,0
jps.artifact.entities.serializer.load.entities.ms,1785614868961000000,1785614928975000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1785614868961000000,1785614928975000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1785614868961000000,1785614928975000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1785614868961000000,1785614928975000000,1
jps.storage.jps.conf.reader.load.component.ms,1785614868961000000,1785614928975000000,9
jps.modifiable.module.model.bridge.disposing.ms,1785614868961000000,1785614928975000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1785614868961000000,1785614928975000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1785614868961000000,1785614928975000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1785614868961000000,1785614928975000000,12
jps.app.storage.content.reader.load.component.ms,1785614868961000000,1785614928975000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1785614868961000000,1785614928975000000,1
jps.global.handle.before.change.events.ms,1785614868961000000,1785614928975000000,0
jps.save.changed.project.entities.ms,1785614868961000000,1785614928975000000,13
workspaceModel.moduleBridge.update.option.ms,1785614868961000000,1785614928975000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1785614868961000000,1785614928975000000,2
jps.global.get.library.ms,1785614868961000000,1785614928975000000,0
workspaceModel.load.cache.from.file.ms,1785614868961000000,1785614928975000000,0
jps.library.entities.serializer.load.entities.ms,1785614868961000000,1785614928975000000,0
jps.module.iml.entities.serializer.save.entities.ms,1785614868961000000,1785614928975000000,9
jps.load.initial.state.ms,1785614868961000000,1785614928975000000,3
workspaceModel.moduleManagerBridge.get.modules.ms,1785614868961000000,1785614928975000000,1
workspaceModel.global.updates.count,1785614868961000000,1785614928975000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1785614868961000000,1785614928975000000,0
workspaceModel.global.updates.ms,1785614868961000000,1785614928975000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1785614868961000000,1785614928975000000,0
jps.app.storage.content.writer.save.component.ms,1785614868961000000,1785614928975000000,0
jps.project.serializers.load.ms,1785614868961000000,1785614928975000000,7
jps.facet.change.listener.process.change.events.ms,1785614868961000000,1785614928975000000,1
workspaceModel.sync.entities.ms,1785614868961000000,1785614928975000000,0
workspaceModel.updates.ms,1785614868961000000,1785614928975000000,70
workspaceModel.to.snapshot.ms,1785614868961000000,1785614928975000000,0
workspaceModel.replace.project.model.ms,1785614868961000000,1785614928975000000,12
workspaceModel.updates.precise.ms,1785614868961000000,1785614928975000000,7
workspaceModel.update.unloaded.entities.ms,1785614868961000000,1785614928975000000,0
workspaceModel.initializing.ms,1785614868961000000,1785614928975000000,2
workspaceModel.collect.changes.ms,1785614868961000000,1785614928975000000,0
workspaceModel.updates.count,1785614868961000000,1785614928975000000,5
workspaceModel.loading.total.ms,1785614868961000000,1785614928975000000,29
workspaceModel.init.bridges.ms,1785614868961000000,1785614928975000000,1
workspaceModel.check.recursive.update.ms,1785614868961000000,1785614928975000000,1
workspaceModel.pre.handlers.ms,1785614868961000000,1785614928975000000,1
workspaceModel.loading.from.cache.ms,1785614868961000000,1785614928975000000,19
NonBlockingReadAction.finalizedExecutionTimeUs,1785614868961000000,1785614928975000000,5588296
FlushQueue.queueSizeMax,1785614868961000000,1785614928975000000,0
FlushQueue.queueSizeAvg,1785614868961000000,1785614928975000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1785614868961000000,1785614928975000000,0
FlushQueue.waitingTimeAvgNs,1785614868961000000,1785614928975000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1785614868961000000,1785614928975000000,5149034654
FlushQueue.tasksExecuted,1785614868961000000,1785614928975000000,0
FlushQueue.executionTimeAvgNs,1785614868961000000,1785614928975000000,0.0
NonBlockingReadAction.failedExecutionsCount,1785614868961000000,1785614928975000000,10
FlushQueue.waitingTimeMaxNs,1785614868961000000,1785614928975000000,0
AWTEventQueue.dispatchTime90PNs,1785614868961000000,1785614928975000000,0
FlushQueue.waitingTime90PNs,1785614868961000000,1785614928975000000,0
FlushQueue.queueSize90P,1785614868961000000,1785614928975000000,0
FlushQueue.executionTime90PNs,1785614868961000000,1785614928975000000,0
FlushQueue.executionTimeMaxNs,1785614868961000000,1785614928975000000,0
AWTEventQueue.eventsDispatched,1785614868961000000,1785614928975000000,0
ReadAction.executionsCount,1785614868961000000,1785614928975000000,40375
NonBlockingReadAction.failedExecutionTimeUs,1785614868961000000,1785614928975000000,773936
WriteAction.executionsCount,1785614868961000000,1785614928975000000,35
NonBlockingReadAction.finalizedExecutionsCount,1785614868961000000,1785614928975000000,271
AWTEventQueue.dispatchTimeAvgNs,1785614868961000000,1785614928975000000,0.0
FilePageCache.pageLoads,1785614868961000000,1785614928975000000,289
StorageLockContext.competingThreads.avg,1785614868961000000,1785614928975000000,0.0
FilePageCacheLockFree.totalPagesRequestsMs,1785614868961000000,1785614928975000000,2
FilePageCacheLockFree.housekeeperTurnsSkipped,1785614868961000000,1785614928975000000,56165
FilePageCacheLockFree.totalNativeBytesReclaimed,1785614868961000000,1785614928975000000,0
FilePageCacheLockFree.totalPagesReadMs,1785614868961000000,1785614928975000000,1
FilePageCache.pageFastCacheHits,1785614868961000000,1785614928975000000,51385
FilePageCacheLockFree.totalPagesHandedOver,1785614868961000000,1785614928975000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1785614868961000000,1785614928975000000,801902
StreamlinedBlobStorage.recordsRelocated,1785614868961000000,1785614928975000000,0
MappedFileStorage.totalPagesMapped,1785614868961000000,1785614928975000000,14
FilePageCacheLockFree.totalPageAllocationsWaited,1785614868961000000,1785614928975000000,0
StorageLockContext.competingThreads.90P,1785614868961000000,1785614928975000000,0
FilePageCache.uncachedFileAccess,1785614868961000000,1785614928975000000,501
FilePageCacheLockFree.totalNativeBytesAllocated,1785614868961000000,1785614928975000000,16384
FilePageCacheLockFree.totalBytesWritten,1785614868961000000,1785614928975000000,4325
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1785614868961000000,1785614928975000000,314245
MappedFileStorage.totalBytesMapped,1785614868961000000,1785614928975000000,128188416
DirectByteBufferAllocator.disposed,1785614868961000000,1785614928975000000,0
DirectByteBufferAllocator.hits,1785614868961000000,1785614928975000000,8
FilePageCache.totalPageLoadsUs,1785614868961000000,1785614928975000000,227122
FilePageCacheLockFree.totalPagesAllocated,1785614868961000000,1785614928975000000,2
FilePageCacheLockFree.totalHeapBytesAllocated,1785614868961000000,1785614928975000000,0
FilePageCache.maxRegisteredFiles,1785614868961000000,1785614928975000000,559
FilePageCacheLockFree.housekeeperTurnsDone,1785614868961000000,1785614928975000000,120
FilePageCache.capacityInBytes,1785614868961000000,1785614928975000000,503316478
StreamlinedBlobStorage.recordsAllocated,1785614868961000000,1785614928975000000,8758
FilePageCacheLockFree.heapBytesInUse,1785614868961000000,1785614928975000000,0
StreamlinedBlobStorage.recordsDeleted,1785614868961000000,1785614928975000000,20
FilePageCacheLockFree.nativeBytesInUse,1785614868961000000,1785614928975000000,16384
DirectByteBufferAllocator.misses,1785614868961000000,1785614928975000000,283
FilePageCache.disposedBuffers,1785614868961000000,1785614928975000000,8
FilePageCacheLockFree.totalPagesReclaimed,1785614868961000000,1785614928975000000,0
FilePageCacheLockFree.totalBytesRequested,1785614868961000000,1785614928975000000,417792
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1785614868961000000,1785614928975000000,292585472
FilePageCache.pageLoadsAboveSizeThreshold,1785614868961000000,1785614928975000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1785614868961000000,1785614928975000000,0
FilePageCache.totalPageDisposalsUs,1785614868961000000,1785614928975000000,566
FilePageCacheLockFree.totalHeapBytesReclaimed,1785614868961000000,1785614928975000000,0
FilePageCache.maxCacheSizeInBytes,1785614868961000000,1785614928975000000,292569088
FilePageCacheLockFree.totalBytesRead,1785614868961000000,1785614928975000000,0
FilePageCacheLockFree.totalPagesRequested,1785614868961000000,1785614928975000000,51
FilePageCacheLockFree.totalClosedStoragesReclaimed,1785614868961000000,1785614928975000000,0
DirectByteBufferAllocator.reclaimed,1785614868961000000,1785614928975000000,8
FilePageCache.pageHits,1785614868961000000,1785614928975000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1785614868961000000,1785614928975000000,663437
FilePageCacheLockFree.totalPagesWriteMs,1785614868961000000,1785614928975000000,0
StorageLockContext.competingThreads.max,1785614868961000000,1785614928975000000,0
MappedFileStorage.storages,1785614868961000000,1785614928975000000,14
FilePageCacheLockFree.totalPagesWritten,1785614868961000000,1785614928975000000,3
FilePageCacheLockFree.housekeeperTimeSpentMs,1785614868961000000,1785614928975000000,77
FileChannelInterruptsRetryer.totalRetriedAttempts,1785614868961000000,1785614928975000000,0
JVM.usedNativeBytes,1785614868961000000,1785614928975000000,350287304
JVM.totalBytesAllocated,1785614868961000000,1785614928975000000,2983546752
JVM.maxHeapBytes,1785614868961000000,1785614928975000000,2147483648
JVM.totalCpuTimeMs,1785614868961000000,1785614928975000000,60900
JVM.GC.collections,1785614868961000000,1785614928975000000,26
JVM.threadCount,1785614868961000000,1785614928975000000,155
JVM.GC.collectionTimesMs,1785614868961000000,1785614928975000000,151
JVM.maxNativeBytes,1785614868961000000,1785614928975000000,-1
JVM.usedHeapBytes,1785614868961000000,1785614928975000000,403496616
OS.loadAverage,1785614868961000000,1785614928975000000,1.90625
FileNameCache.queries,1785614868961000000,1785614928975000000,2994613
FileNameCache.totalMisses,1785614868961000000,1785614928975000000,39174
Indexes.entries.lookupDurationMaxMs,1785614928975000000,1785614946706000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1785614928975000000,1785614946706000000,0.0
Indexes.entries.lookupDuration90PMs,1785614928975000000,1785614946706000000,0.0
Indexes.entries.lookupDurationAvgMs,1785614928975000000,1785614946706000000,0.0
Indexes.stubs.lookupDurationAvgMs,1785614928975000000,1785614946706000000,0.0
Indexes.stubs.lookupDuration90PMs,1785614928975000000,1785614946706000000,0.0
Indexes.stubs.lookups,1785614928975000000,1785614946706000000,0.0
Indexes.allKeys.lookupDuration90PMs,1785614928975000000,1785614946706000000,0.0
Indexes.allKeys.lookups,1785614928975000000,1785614946706000000,0.0
Indexes.stubs.lookupDurationMaxMs,1785614928975000000,1785614946706000000,0.0
Indexes.entries.lookups,1785614928975000000,1785614946706000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1785614928975000000,1785614946706000000,0.0
workspaceModel.mutableEntityStorage.add.diff.ms,1785614928975000000,1785614946706000000,8
workspaceModel.mutableEntityStorage.put.entity.ms,1785614928975000000,1785614946706000000,13
workspaceModel.load.cache.metadata.from.file.ms,1785614928975000000,1785614946706000000,0
jps.global.handle.changed.events.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1785614928975000000,1785614946706000000,1
jps.module.iml.entities.serializer.load.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1785614928975000000,1785614946706000000,61
workspaceModel.mutableEntityStorage.remove.entity.ms,1785614928975000000,1785614946706000000,0
workspaceModel.global.apply.state.to.project.ms,1785614928975000000,1785614946706000000,0
jps.save.global.entities.ms,1785614928975000000,1785614946706000000,0
jps.facet.change.listener.init.bridge.ms,1785614928975000000,1785614946706000000,1
workspaceModel.mutableEntityStorage.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1785614928975000000,1785614946706000000,3
workspaceModel.orphan.listener.update.ms,1785614928975000000,1785614946706000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1785614928975000000,1785614946706000000,3
jps.modifiable.module.model.bridge.new.module.ms,1785614928975000000,1785614946706000000,28
workspaceModel.mutableEntityStorage.resolve.ms,1785614928975000000,1785614946706000000,0
jps.project.serializers.save.ms,1785614928975000000,1785614946706000000,13
jps.artifact.entities.serializer.save.entities.ms,1785614928975000000,1785614946706000000,0
jps.global.initialize.library.bridges.after.loading.ms,1785614928975000000,1785614946706000000,0
jps.global.get.libraries.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1785614928975000000,1785614946706000000,121
workspaceModel.mutableEntityStorage.add.entity.ms,1785614928975000000,1785614946706000000,19
workspaceModel.mutableEntityStorage.has.same.entities.ms,1785614928975000000,1785614946706000000,0
jps.apply.loaded.storage.ms,1785614928975000000,1785614946706000000,54
jps.facet.change.listener.before.change.events.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1785614928975000000,1785614946706000000,0
jps.modifiable.module.model.bridge.load.module.ms,1785614928975000000,1785614946706000000,0
workspaceModel.save.cache.to.file.ms,1785614928975000000,1785614946706000000,144
jps.reload.project.entities.ms,1785614928975000000,1785614946706000000,0
jps.library.entities.serializer.save.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleBridge.before.changed.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1785614928975000000,1785614946706000000,4
jps.modifiable.module.model.bridge.renaming.ms,1785614928975000000,1785614946706000000,0
jps.global.initialize.library.bridges.ms,1785614928975000000,1785614946706000000,0
jps.load.project.to.empty.storage.ms,1785614928975000000,1785614946706000000,45
workspaceModel.mutableEntityStorage.replace.by.source.ms,1785614928975000000,1785614946706000000,11
jps.global.get.library.by.name.ms,1785614928975000000,1785614946706000000,0
jps.artifact.entities.serializer.load.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1785614928975000000,1785614946706000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1785614928975000000,1785614946706000000,1
jps.storage.jps.conf.reader.load.component.ms,1785614928975000000,1785614946706000000,9
jps.modifiable.module.model.bridge.disposing.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1785614928975000000,1785614946706000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1785614928975000000,1785614946706000000,12
jps.app.storage.content.reader.load.component.ms,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1785614928975000000,1785614946706000000,1
jps.global.handle.before.change.events.ms,1785614928975000000,1785614946706000000,0
jps.save.changed.project.entities.ms,1785614928975000000,1785614946706000000,13
workspaceModel.moduleBridge.update.option.ms,1785614928975000000,1785614946706000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1785614928975000000,1785614946706000000,2
jps.global.get.library.ms,1785614928975000000,1785614946706000000,0
workspaceModel.load.cache.from.file.ms,1785614928975000000,1785614946706000000,0
jps.library.entities.serializer.load.entities.ms,1785614928975000000,1785614946706000000,0
jps.module.iml.entities.serializer.save.entities.ms,1785614928975000000,1785614946706000000,9
jps.load.initial.state.ms,1785614928975000000,1785614946706000000,3
workspaceModel.moduleManagerBridge.get.modules.ms,1785614928975000000,1785614946706000000,1
workspaceModel.global.updates.count,1785614928975000000,1785614946706000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1785614928975000000,1785614946706000000,0
workspaceModel.global.updates.ms,1785614928975000000,1785614946706000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1785614928975000000,1785614946706000000,0
jps.app.storage.content.writer.save.component.ms,1785614928975000000,1785614946706000000,0
jps.project.serializers.load.ms,1785614928975000000,1785614946706000000,7
jps.facet.change.listener.process.change.events.ms,1785614928975000000,1785614946706000000,1
workspaceModel.sync.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.updates.ms,1785614928975000000,1785614946706000000,70
workspaceModel.to.snapshot.ms,1785614928975000000,1785614946706000000,0
workspaceModel.replace.project.model.ms,1785614928975000000,1785614946706000000,12
workspaceModel.updates.precise.ms,1785614928975000000,1785614946706000000,7
workspaceModel.update.unloaded.entities.ms,1785614928975000000,1785614946706000000,0
workspaceModel.initializing.ms,1785614928975000000,1785614946706000000,2
workspaceModel.collect.changes.ms,1785614928975000000,1785614946706000000,0
workspaceModel.updates.count,1785614928975000000,1785614946706000000,5
workspaceModel.loading.total.ms,1785614928975000000,1785614946706000000,29
workspaceModel.init.bridges.ms,1785614928975000000,1785614946706000000,1
workspaceModel.check.recursive.update.ms,1785614928975000000,1785614946706000000,1
workspaceModel.pre.handlers.ms,1785614928975000000,1785614946706000000,1
workspaceModel.loading.from.cache.ms,1785614928975000000,1785614946706000000,19
NonBlockingReadAction.finalizedExecutionTimeUs,1785614928975000000,1785614946706000000,2006
AWTEventQueue.dispatchTimeTotalNS,1785614928975000000,1785614946706000000,239471767
NonBlockingReadAction.failedExecutionsCount,1785614928975000000,1785614946706000000,0
NonBlockingReadAction.failedExecutionTimeUs,1785614928975000000,1785614946706000000,0
NonBlockingReadAction.finalizedExecutionsCount,1785614928975000000,1785614946706000000,6
FilePageCache.pageLoads,1785614928975000000,1785614946706000000,2
StorageLockContext.competingThreads.avg,1785614928975000000,1785614946706000000,0.0
FilePageCacheLockFree.totalPagesRequestsMs,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1785614928975000000,1785614946706000000,16735
FilePageCacheLockFree.totalNativeBytesReclaimed,1785614928975000000,1785614946706000000,16384
FilePageCacheLockFree.totalPagesReadMs,1785614928975000000,1785614946706000000,0
FilePageCache.pageFastCacheHits,1785614928975000000,1785614946706000000,88
FilePageCacheLockFree.totalPagesHandedOver,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1785614928975000000,1785614946706000000,0
StorageLockContext.competingThreads.90P,1785614928975000000,1785614946706000000,0
FilePageCache.uncachedFileAccess,1785614928975000000,1785614946706000000,6
FilePageCacheLockFree.totalNativeBytesAllocated,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalBytesWritten,1785614928975000000,1785614946706000000,5617
DirectByteBufferAllocator.disposed,1785614928975000000,1785614946706000000,240
DirectByteBufferAllocator.hits,1785614928975000000,1785614946706000000,1
FilePageCache.totalPageLoadsUs,1785614928975000000,1785614946706000000,1211
FilePageCacheLockFree.totalPagesAllocated,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1785614928975000000,1785614946706000000,0
FilePageCache.maxRegisteredFiles,1785614928975000000,1785614946706000000,559
FilePageCacheLockFree.housekeeperTurnsDone,1785614928975000000,1785614946706000000,38
FilePageCache.capacityInBytes,1785614928975000000,1785614946706000000,503316478
FilePageCacheLockFree.heapBytesInUse,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.nativeBytesInUse,1785614928975000000,1785614946706000000,0
DirectByteBufferAllocator.misses,1785614928975000000,1785614946706000000,1
FilePageCache.disposedBuffers,1785614928975000000,1785614946706000000,283
FilePageCacheLockFree.totalPagesReclaimed,1785614928975000000,1785614946706000000,2
FilePageCacheLockFree.totalBytesRequested,1785614928975000000,1785614946706000000,180224
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1785614928975000000,1785614946706000000,41975808
FilePageCache.pageLoadsAboveSizeThreshold,1785614928975000000,1785614946706000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1785614928975000000,1785614946706000000,41975808
FilePageCache.totalPageDisposalsUs,1785614928975000000,1785614946706000000,4
FilePageCacheLockFree.totalHeapBytesReclaimed,1785614928975000000,1785614946706000000,0
FilePageCache.maxCacheSizeInBytes,1785614928975000000,1785614946706000000,293617664
FilePageCacheLockFree.totalBytesRead,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalPagesRequested,1785614928975000000,1785614946706000000,22
FilePageCacheLockFree.totalClosedStoragesReclaimed,1785614928975000000,1785614946706000000,2
DirectByteBufferAllocator.reclaimed,1785614928975000000,1785614946706000000,45
FilePageCache.pageHits,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalPagesWriteMs,1785614928975000000,1785614946706000000,0
StorageLockContext.competingThreads.max,1785614928975000000,1785614946706000000,0
FilePageCacheLockFree.totalPagesWritten,1785614928975000000,1785614946706000000,2
FilePageCacheLockFree.housekeeperTimeSpentMs,1785614928975000000,1785614946706000000,9
FileChannelInterruptsRetryer.totalRetriedAttempts,1785614928975000000,1785614946706000000,0
